"Jobs","Unemp","IncDiff","OldAge","House","Health","Scale","Stock","Flow","ChangeFlow","main_IV_as_control","mlm_any","hybrid_mlm","level_cyear","level_country","level_year","country_dummies_only","year_dummies_only","year_as_count","ologit","lpm","listwise","multimpute","ols","mlogit","ml_glm","bayes","L2boots","weights","pseudo_pnl","stata","r","mplus","spss","mlwin","categorical","mmodel","unbalpanel","w1985","w1990","w1996","w2006","w2016","AU","AT","BE","BG","CA","CL","HR","CY","CZ","DK","FI","FR","DE","HU","IS","IN","IE","IL","IT","JP","KR","LV","LT","NT","NZ","NO","PH","PL","PT","RU","SK","SI","ES","SE","CH","UK","US","ZA","TW","TR","UY","VE","orig13","orig17","eeurope","allavailable","emigration_ivC","emplrate_ivC","socx_ivC","unemprate_ivC","gdp_ivC","unchange_ivC","poverty_ivC","fbunemprate_ivC","fbunempchange_ivC","fbeducrate_ivC","fbeducratechange_ivC","socxchg_ivC","gdpchange_ivC","ginin_ivC","mcp_ivC","regime_ivC","socialistdummy_ivC","targeting_ivC","socx_programspecific_ivC","conservatism_ivC","decomm_ivC","tradeunion10_ivC","subFB_ivC","socult_ivC","fract_ivC","antiimm_ivC","pop_ivC","age_iv","age2_iv","sex_iv","employed_iv","income_iv","occclass_iv","occstatus_iv","education_iv","married_iv","household_iv","reldenom_iv","relattend_iv","publice_iv","urban_iv","fb_iv","cuts_iv","taxes_iv","upol_iv","leftright_iv","trust_iv","efficacy_iv","fbXnet","netXcons","netXeduc","netXage","netXsex","netXunemp","netXinc","fbXeduc","fbXage","fbXsex","fbXunemp","fbXgini","fbXurban","fbXinc","squared_imm","fractXfb","fbXleftright","anynonlin","id","u_teamid","count","AME","lower","upper","error","z","p","DV","main_IV_type","main_IV_source","main_IV_source_file","main_IV_measurement","main_IV_time","main_IV_effect","package","inv_weight","additionalinfo","Hsupport","Hreject","Hnotest","Hmixed","Hsupport_stock","Hreject_stock","Hnotest_stock","Hsupport_net","Hreject_net","Hnotest_net","AME_Z","lower_Z","upper_Z","Hresult","Hsup","Hrej","Hno","HresultF","AME_sup_p05","AME_sup_p10","countries","iv_type","mator","software","indepv","twowayfe","cluster_any","mlm_re","mlm_fe","logit","dichotomize","dv_type","stat_cat","belief_cat","topic_cat","total_score_cat","BELIEF_HYPOTHESIS","PRO_IMMIGRANT","TOPIC_KNOWLEDGE","STATISTICS_SKILL","MODEL_SCORE"
"Jobs",NA,NA,NA,NA,NA,NA,"Stock",NA,NA,"main_IV_as_control",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"listwise",NA,NA,NA,NA,NA,NA,NA,NA,"stata",NA,NA,NA,NA,NA,NA,NA,NA,NA,"w1996","w2006",NA,"AU",NA,NA,NA,"CA",NA,NA,NA,NA,NA,NA,"FR","DE",NA,NA,NA,"IE",NA,NA,"JP",NA,NA,NA,NA,"NZ","NO",NA,NA,NA,NA,NA,NA,"ES","SE","CH","UK","US",NA,NA,NA,NA,NA,"orig13",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"age_iv","age2_iv","sex_iv","employed_iv","income_iv",NA,NA,"education_iv",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"t0m19",0,19,-0.0188,-0.02391,-0.0137,0.00511,-7.23077,1e-05,"Jobs","Stock","WDI","bradyfinnigan2014countrydata.dta","Immigrant, foreign-born","current","Total","logit",48,NA,0,1,0,0,NA,NA,NA,NA,NA,NA,-0.0188,-0.02391,-0.0137,"Reject",0,1,0,"Reject",1,1,13,"Stock","logit","Stata","None","Yes","Yes","No","No","Yes","dichotomous","Jobs",NA,NA,NA,"Low",NA,NA,NA,NA,NA
NA,"Unemp",NA,NA,NA,NA,NA,"Stock",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"listwise",NA,NA,NA,NA,NA,NA,NA,NA,"stata",NA,NA,NA,NA,NA,NA,NA,NA,NA,"w1996","w2006",NA,"AU",NA,NA,NA,"CA",NA,NA,NA,NA,NA,NA,"FR","DE",NA,NA,NA,"IE",NA,NA,"JP",NA,NA,NA,NA,"NZ","NO",NA,NA,NA,NA,NA,NA,"ES","SE","CH","UK","US",NA,NA,NA,NA,NA,"orig13",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"age_iv","age2_iv","sex_iv","employed_iv",NA,NA,NA,"education_iv",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"t0m2",0,2,0.00014,-0.00442,0.0047,0.00456,0.06009,0.95208,"Unemp","Stock","WDI","bradyfinnigan2014countrydata.dta","Immigrant, foreign-born","current","Total","logit",48,NA,0,1,0,0,NA,NA,NA,NA,NA,NA,0.00014,-0.00442,0.0047,"Reject",0,1,0,"Reject",0,0,13,"Stock","logit","Stata","None","Yes","Yes","No","No","Yes","dichotomous","Unemp",NA,NA,NA,"Low",NA,NA,NA,NA,NA
NA,"Unemp",NA,NA,NA,NA,NA,"Stock",NA,NA,"main_IV_as_control",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"listwise",NA,NA,NA,NA,NA,NA,NA,NA,"stata",NA,NA,NA,NA,NA,NA,NA,NA,NA,"w1996","w2006",NA,"AU",NA,NA,NA,"CA",NA,NA,NA,NA,NA,NA,"FR","DE",NA,NA,NA,"IE",NA,NA,"JP",NA,NA,NA,NA,"NZ","NO",NA,NA,NA,NA,NA,NA,"ES","SE","CH","UK","US",NA,NA,NA,NA,NA,"orig13",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"age_iv","age2_iv","sex_iv","employed_iv","income_iv",NA,NA,"education_iv",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"t0m20",0,20,-0.00083,-0.00564,0.00398,0.00481,-0.33878,0.73478,"Unemp","Stock","WDI","bradyfinnigan2014countrydata.dta","Immigrant, foreign-born","current","Total","logit",48,NA,0,1,0,0,NA,NA,NA,NA,NA,NA,-0.00083,-0.00564,0.00398,"Reject",0,1,0,"Reject",0,0,13,"Stock","logit","Stata","None","Yes","Yes","No","No","Yes","dichotomous","Unemp",NA,NA,NA,"Low",NA,NA,NA,NA,NA
NA,NA,"IncDiff",NA,NA,NA,NA,"Stock",NA,NA,"main_IV_as_control",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"listwise",NA,NA,NA,NA,NA,NA,NA,NA,"stata",NA,NA,NA,NA,NA,NA,NA,NA,NA,"w1996","w2006",NA,"AU",NA,NA,NA,"CA",NA,NA,NA,NA,NA,NA,"FR","DE",NA,NA,NA,"IE",NA,NA,"JP",NA,NA,NA,NA,"NZ","NO",NA,NA,NA,NA,NA,NA,"ES","SE","CH","UK","US",NA,NA,NA,NA,NA,"orig13",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"age_iv","age2_iv","sex_iv","employed_iv","income_iv",NA,NA,"education_iv",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"t0m21",0,21,-0.01304,-0.01819,-0.00788,0.00515,-4.95817,1e-05,"IncDiff","Stock","WDI","bradyfinnigan2014countrydata.dta","Immigrant, foreign-born","current","Total","logit",48,NA,0,1,0,0,NA,NA,NA,NA,NA,NA,-0.01304,-0.01819,-0.00788,"Reject",0,1,0,"Reject",1,1,13,"Stock","logit","Stata","None","Yes","Yes","No","No","Yes","dichotomous","IncDiff",NA,NA,NA,"Low",NA,NA,NA,NA,NA
NA,NA,NA,"OldAge",NA,NA,NA,"Stock",NA,NA,"main_IV_as_control",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"listwise",NA,NA,NA,NA,NA,NA,NA,NA,"stata",NA,NA,NA,NA,NA,NA,NA,NA,NA,"w1996","w2006",NA,"AU",NA,NA,NA,"CA",NA,NA,NA,NA,NA,NA,"FR","DE",NA,NA,NA,"IE",NA,NA,"JP",NA,NA,NA,NA,"NZ","NO",NA,NA,NA,NA,NA,NA,"ES","SE","CH","UK","US",NA,NA,NA,NA,NA,"orig13",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"age_iv","age2_iv","sex_iv","employed_iv","income_iv",NA,NA,"education_iv",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"t0m22",0,22,0.00503,0.00158,0.00847,0.00345,2.85795,0.00426,"OldAge","Stock","WDI","bradyfinnigan2014countrydata.dta","Immigrant, foreign-born","current","Total","logit",48,NA,0,1,0,0,NA,NA,NA,NA,NA,NA,0.00503,0.00158,0.00847,"Reject",0,1,0,"Reject",0,0,13,"Stock","logit","Stata","None","Yes","Yes","No","No","Yes","dichotomous","OldAge",NA,NA,NA,"Low",NA,NA,NA,NA,NA
NA,NA,NA,NA,"House",NA,NA,"Stock",NA,NA,"main_IV_as_control",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"listwise",NA,NA,NA,NA,NA,NA,NA,NA,"stata",NA,NA,NA,NA,NA,NA,NA,NA,NA,"w1996","w2006",NA,"AU",NA,NA,NA,"CA",NA,NA,NA,NA,NA,NA,"FR","DE",NA,NA,NA,"IE",NA,NA,"JP",NA,NA,NA,NA,"NZ","NO",NA,NA,NA,NA,NA,NA,"ES","SE","CH","UK","US",NA,NA,NA,NA,NA,"orig13",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"age_iv","age2_iv","sex_iv","employed_iv","income_iv",NA,NA,"education_iv",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"t0m23",0,23,-0.00265,-0.00786,0.00256,0.00521,-0.99624,0.31913,"House","Stock","WDI","bradyfinnigan2014countrydata.dta","Immigrant, foreign-born","current","Total","logit",48,NA,0,1,0,0,NA,NA,NA,NA,NA,NA,-0.00265,-0.00786,0.00256,"Reject",0,1,0,"Reject",0,0,13,"Stock","logit","Stata","None","Yes","Yes","No","No","Yes","dichotomous","House",NA,NA,NA,"Low",NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,"Health",NA,"Stock",NA,NA,"main_IV_as_control",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"listwise",NA,NA,NA,NA,NA,NA,NA,NA,"stata",NA,NA,NA,NA,NA,NA,NA,NA,NA,"w1996","w2006",NA,"AU",NA,NA,NA,"CA",NA,NA,NA,NA,NA,NA,"FR","DE",NA,NA,NA,"IE",NA,NA,"JP",NA,NA,NA,NA,"NZ","NO",NA,NA,NA,NA,NA,NA,"ES","SE","CH","UK","US",NA,NA,NA,NA,NA,"orig13",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"age_iv","age2_iv","sex_iv","employed_iv","income_iv",NA,NA,"education_iv",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"t0m24",0,24,-0.00639,-0.0093,-0.00348,0.00291,-4.31757,2e-05,"Health","Stock","WDI","bradyfinnigan2014countrydata.dta","Immigrant, foreign-born","current","Total","logit",48,NA,0,1,0,0,NA,NA,NA,NA,NA,NA,-0.00639,-0.0093,-0.00348,"Reject",0,1,0,"Reject",1,1,13,"Stock","logit","Stata","None","Yes","Yes","No","No","Yes","dichotomous","Health",NA,NA,NA,"Low",NA,NA,NA,NA,NA
"Jobs",NA,NA,NA,NA,NA,NA,NA,"Flow",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"listwise",NA,NA,NA,NA,NA,NA,NA,NA,"stata",NA,NA,NA,NA,NA,NA,NA,NA,NA,"w1996","w2006",NA,"AU",NA,NA,NA,"CA",NA,NA,NA,NA,NA,NA,"FR","DE",NA,NA,NA,"IE",NA,NA,"JP",NA,NA,NA,NA,"NZ","NO",NA,NA,NA,NA,NA,NA,"ES","SE","CH","UK","US",NA,NA,NA,NA,NA,"orig13",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"age_iv","age2_iv","sex_iv","employed_iv","income_iv",NA,NA,"education_iv",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"t0m25",0,25,0.0273,0.0026,0.05199,0.0247,2.16667,0.03026,"Jobs","Flow","WDI","bradyfinnigan2014countrydata.dta","Immigrant, foreign-born","5-year","Total","logit",48,NA,0,1,0,0,NA,NA,NA,NA,NA,NA,0.00478267288391142,0.000455492655610612,0.00910810121738296,"Reject",0,1,0,"Reject",0,0,13,"Flow","logit","Stata","None","Yes","Yes","No","No","Yes","dichotomous","Jobs",NA,NA,NA,"Low",NA,NA,NA,NA,NA
NA,"Unemp",NA,NA,NA,NA,NA,NA,"Flow",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"listwise",NA,NA,NA,NA,NA,NA,NA,NA,"stata",NA,NA,NA,NA,NA,NA,NA,NA,NA,"w1996","w2006",NA,"AU",NA,NA,NA,"CA",NA,NA,NA,NA,NA,NA,"FR","DE",NA,NA,NA,"IE",NA,NA,"JP",NA,NA,NA,NA,"NZ","NO",NA,NA,NA,NA,NA,NA,"ES","SE","CH","UK","US",NA,NA,NA,NA,NA,"orig13",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"age_iv","age2_iv","sex_iv","employed_iv","income_iv",NA,NA,"education_iv",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"t0m26",0,26,0.01548,-0.01004,0.04101,0.02552,1.18894,0.23446,"Unemp","Flow","WDI","bradyfinnigan2014countrydata.dta","Immigrant, foreign-born","5-year","Total","logit",48,NA,0,1,0,0,NA,NA,NA,NA,NA,NA,0.00271193319571241,-0.00175890240858867,0.00718452069484276,"Reject",0,1,0,"Reject",0,0,13,"Flow","logit","Stata","None","Yes","Yes","No","No","Yes","dichotomous","Unemp",NA,NA,NA,"Low",NA,NA,NA,NA,NA
NA,NA,"IncDiff",NA,NA,NA,NA,NA,"Flow",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"listwise",NA,NA,NA,NA,NA,NA,NA,NA,"stata",NA,NA,NA,NA,NA,NA,NA,NA,NA,"w1996","w2006",NA,"AU",NA,NA,NA,"CA",NA,NA,NA,NA,NA,NA,"FR","DE",NA,NA,NA,"IE",NA,NA,"JP",NA,NA,NA,NA,"NZ","NO",NA,NA,NA,NA,NA,NA,"ES","SE","CH","UK","US",NA,NA,NA,NA,NA,"orig13",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"age_iv","age2_iv","sex_iv","employed_iv","income_iv",NA,NA,"education_iv",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"t0m27",0,27,-0.00673,-0.03257,0.0191,0.02584,-0.51062,0.60962,"IncDiff","Flow","WDI","bradyfinnigan2014countrydata.dta","Immigrant, foreign-born","5-year","Total","logit",48,NA,0,1,0,0,NA,NA,NA,NA,NA,NA,-0.00117902522009978,-0.00570592145893755,0.00334611912390872,"Reject",0,1,0,"Reject",0,0,13,"Flow","logit","Stata","None","Yes","Yes","No","No","Yes","dichotomous","IncDiff",NA,NA,NA,"Low",NA,NA,NA,NA,NA
NA,NA,NA,"OldAge",NA,NA,NA,NA,"Flow",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"listwise",NA,NA,NA,NA,NA,NA,NA,NA,"stata",NA,NA,NA,NA,NA,NA,NA,NA,NA,"w1996","w2006",NA,"AU",NA,NA,NA,"CA",NA,NA,NA,NA,NA,NA,"FR","DE",NA,NA,NA,"IE",NA,NA,"JP",NA,NA,NA,NA,"NZ","NO",NA,NA,NA,NA,NA,NA,"ES","SE","CH","UK","US",NA,NA,NA,NA,NA,"orig13",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"age_iv","age2_iv","sex_iv","employed_iv","income_iv",NA,NA,"education_iv",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"t0m28",0,28,0.03246,0.01452,0.05041,0.01794,3.54367,0.00039,"OldAge","Flow","WDI","bradyfinnigan2014countrydata.dta","Immigrant, foreign-born","5-year","Total","logit",48,NA,0,1,0,0,NA,NA,NA,NA,NA,NA,0.00568665061581556,0.00254375129210234,0.00883130183435805,"Reject",0,1,0,"Reject",0,0,13,"Flow","logit","Stata","None","Yes","Yes","No","No","Yes","dichotomous","OldAge",NA,NA,NA,"Low",NA,NA,NA,NA,NA
NA,NA,NA,NA,"House",NA,NA,NA,"Flow",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"listwise",NA,NA,NA,NA,NA,NA,NA,NA,"stata",NA,NA,NA,NA,NA,NA,NA,NA,NA,"w1996","w2006",NA,"AU",NA,NA,NA,"CA",NA,NA,NA,NA,NA,NA,"FR","DE",NA,NA,NA,"IE",NA,NA,"JP",NA,NA,NA,NA,"NZ","NO",NA,NA,NA,NA,NA,NA,"ES","SE","CH","UK","US",NA,NA,NA,NA,NA,"orig13",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"age_iv","age2_iv","sex_iv","employed_iv","income_iv",NA,NA,"education_iv",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"t0m29",0,29,0.07431,0.04623,0.10238,0.02808,5.18925,1e-05,"House","Flow","WDI","bradyfinnigan2014countrydata.dta","Immigrant, foreign-born","5-year","Total","logit",48,NA,0,1,0,0,NA,NA,NA,NA,NA,NA,0.0130183304763171,0.00809900979572253,0.0179358992620825,"Reject",0,1,0,"Reject",0,0,13,"Flow","logit","Stata","None","Yes","Yes","No","No","Yes","dichotomous","House",NA,NA,NA,"Low",NA,NA,NA,NA,NA
NA,NA,"IncDiff",NA,NA,NA,NA,"Stock",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"listwise",NA,NA,NA,NA,NA,NA,NA,NA,"stata",NA,NA,NA,NA,NA,NA,NA,NA,NA,"w1996","w2006",NA,"AU",NA,NA,NA,"CA",NA,NA,NA,NA,NA,NA,"FR","DE",NA,NA,NA,"IE",NA,NA,"JP",NA,NA,NA,NA,"NZ","NO",NA,NA,NA,NA,NA,NA,"ES","SE","CH","UK","US",NA,NA,NA,NA,NA,"orig13",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"age_iv","age2_iv","sex_iv","employed_iv",NA,NA,NA,"education_iv",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"t0m3",0,3,-0.01073,-0.01529,-0.00618,0.00456,-4.625,1e-05,"IncDiff","Stock","WDI","bradyfinnigan2014countrydata.dta","Immigrant, foreign-born","current","Total","logit",48,NA,0,1,0,0,NA,NA,NA,NA,NA,NA,-0.01073,-0.01529,-0.00618,"Reject",0,1,0,"Reject",1,1,13,"Stock","logit","Stata","None","Yes","Yes","No","No","Yes","dichotomous","IncDiff",NA,NA,NA,"Low",NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,"Health",NA,NA,"Flow",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"listwise",NA,NA,NA,NA,NA,NA,NA,NA,"stata",NA,NA,NA,NA,NA,NA,NA,NA,NA,"w1996","w2006",NA,"AU",NA,NA,NA,"CA",NA,NA,NA,NA,NA,NA,"FR","DE",NA,NA,NA,"IE",NA,NA,"JP",NA,NA,NA,NA,"NZ","NO",NA,NA,NA,NA,NA,NA,"ES","SE","CH","UK","US",NA,NA,NA,NA,NA,"orig13",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"age_iv","age2_iv","sex_iv","employed_iv","income_iv",NA,NA,"education_iv",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"t0m30",0,30,0.01422,-0.00242,0.03087,0.01664,1.67491,0.09395,"Health","Flow","WDI","bradyfinnigan2014countrydata.dta","Immigrant, foreign-born","5-year","Total","logit",48,NA,0,1,0,0,NA,NA,NA,NA,NA,NA,0.00249119444722419,-0.000423958548683723,0.00540809933796138,"Reject",0,1,0,"Reject",0,0,13,"Flow","logit","Stata","None","Yes","Yes","No","No","Yes","dichotomous","Health",NA,NA,NA,"Low",NA,NA,NA,NA,NA
"Jobs",NA,NA,NA,NA,NA,NA,NA,"Flow",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"listwise",NA,NA,NA,NA,NA,NA,NA,NA,"stata",NA,NA,NA,NA,NA,NA,NA,NA,NA,"w1996","w2006",NA,"AU",NA,NA,NA,"CA",NA,NA,NA,NA,NA,NA,"FR","DE",NA,NA,NA,"IE",NA,NA,"JP",NA,NA,NA,NA,"NZ","NO",NA,NA,NA,NA,NA,NA,"ES","SE","CH","UK","US",NA,NA,NA,NA,NA,"orig13",NA,NA,NA,NA,NA,"socx_ivC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"age_iv","age2_iv","sex_iv","employed_iv","income_iv",NA,NA,"education_iv",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"t0m31",0,31,0.02889,0.00411,0.05368,0.02478,2.28379,0.02238,"Jobs","Flow","WDI","bradyfinnigan2014countrydata.dta","Immigrant, foreign-born","5-year","Total","logit",48,NA,0,1,0,0,NA,NA,NA,NA,NA,NA,0.0050612241617656,0.000720028774830621,0.00940417144352986,"Reject",0,1,0,"Reject",0,0,13,"Flow","logit","Stata","Soc_Spending","Yes","Yes","No","No","Yes","dichotomous","Jobs",NA,NA,NA,"Low",NA,NA,NA,NA,NA
NA,"Unemp",NA,NA,NA,NA,NA,NA,"Flow",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"listwise",NA,NA,NA,NA,NA,NA,NA,NA,"stata",NA,NA,NA,NA,NA,NA,NA,NA,NA,"w1996","w2006",NA,"AU",NA,NA,NA,"CA",NA,NA,NA,NA,NA,NA,"FR","DE",NA,NA,NA,"IE",NA,NA,"JP",NA,NA,NA,NA,"NZ","NO",NA,NA,NA,NA,NA,NA,"ES","SE","CH","UK","US",NA,NA,NA,NA,NA,"orig13",NA,NA,NA,NA,NA,"socx_ivC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"age_iv","age2_iv","sex_iv","employed_iv","income_iv",NA,NA,"education_iv",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"t0m32",0,32,0.01573,-0.00982,0.04127,0.02555,1.20721,0.22735,"Unemp","Flow","WDI","bradyfinnigan2014countrydata.dta","Immigrant, foreign-born","5-year","Total","logit",48,NA,0,1,0,0,NA,NA,NA,NA,NA,NA,0.0027557305664442,-0.00172036072234469,0.00723006996040382,"Reject",0,1,0,"Reject",0,0,13,"Flow","logit","Stata","Soc_Spending","Yes","Yes","No","No","Yes","dichotomous","Unemp",NA,NA,NA,"Low",NA,NA,NA,NA,NA
NA,NA,"IncDiff",NA,NA,NA,NA,NA,"Flow",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"listwise",NA,NA,NA,NA,NA,NA,NA,NA,"stata",NA,NA,NA,NA,NA,NA,NA,NA,NA,"w1996","w2006",NA,"AU",NA,NA,NA,"CA",NA,NA,NA,NA,NA,NA,"FR","DE",NA,NA,NA,"IE",NA,NA,"JP",NA,NA,NA,NA,"NZ","NO",NA,NA,NA,NA,NA,NA,"ES","SE","CH","UK","US",NA,NA,NA,NA,NA,"orig13",NA,NA,NA,NA,NA,"socx_ivC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"age_iv","age2_iv","sex_iv","employed_iv","income_iv",NA,NA,"education_iv",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"t0m33",0,33,-0.00602,-0.03189,0.01986,0.02587,-0.45606,0.64835,"IncDiff","Flow","WDI","bradyfinnigan2014countrydata.dta","Immigrant, foreign-born","5-year","Total","logit",48,NA,0,1,0,0,NA,NA,NA,NA,NA,NA,-0.00105464068722149,-0.00558679261054708,0.00347926313093336,"Reject",0,1,0,"Reject",0,0,13,"Flow","logit","Stata","Soc_Spending","Yes","Yes","No","No","Yes","dichotomous","IncDiff",NA,NA,NA,"Low",NA,NA,NA,NA,NA
