"","id","u_teamid","dv_type","iv_type","software","indepv","mator","dichotomize","twowayfe","cluster_any","Jobs","Unemp","IncDiff","OldAge","House","Health","Scale","w1985","w1990","w1996","w2006","w2016","p","AME_Z","lower_Z","upper_Z","eeurope","allavailable","mlm_any","Hresult","orig13","BELIEF_HYPOTHESIS","PRO_IMMIGRANT","TOPIC_KNOWLEDGE","STATISTICS_SKILL","MODEL_SCORE","main_IV_measurement","emplrate_ivC","socx_ivC","unemprate_ivC","gdp_ivC","degree","SURVEY_WAVES","COUNTRIES","est","lb","ub","belief_ipred","pro_immigrant","topic_ipred","stats_ipred","total_score","count","sig_group","est_sig","est_ns","sig_group2","est_ns_scl","est_sig_scl","ci","ub_order","count2","est2","belief_ipredm","pro_immigrantm","topic_ipredm","stats_ipredm","total_scorem","belief_roll","pro_roll","topic_roll","stats_roll","total_roll","belief_roll2","pro_roll2","topic_roll2","stats_roll2","total_roll2","DV_Jobs","DV_Unemp","DV_IncDiff","DV_OldAge","DV_House","DV_Health","DV_Scale","Test_Stock","Test_Flow","Test_ChangeFlow","M_Gross","M_Net","W_Other","W_96_06","W_96_06_16","W_06_16","C_13","C_Other","C_All","C_CEE","IV_Emp","IV_GDP","IV_Socx","IV_None","Est_ols","Est_logit","Est_mlglm","Est_ologit","Est_bayes"
"144","t23m10",23,"OldAge","Stock","Stata","Soc_Spending","logit","dichotomous","Yes","Yes",NA,NA,NA,"OldAge",NA,NA,NA,"Other","Other","w1996","w2006","Other",0.08115,0.00368,-0.00046,0.00782,"Other","Other",NA,"Reject","orig13","Mid","Mid","Mid","Mid","Low","Immigrant, foreign-born",NA,"socx_ivC",NA,NA,3,"1996 & 2006","13 Rich Democracies Only",0.00368,-0.00046,0.00782,0.237464665826323,3.5,-0.170054147572553,-0.291917329561945,0.348084761666667,894,NA,NA,0.00368,"2",0.0736,NA,-0.00046,2,1024,0,0.670366264622619,-0.848666733248838,-0.434544207839908,-0.615503493965988,-0.865686229913852,-0.283180594308672,-0.300465867194456,-0.043837058429776,0.0747174088991827,-0.373018059596755,-0.0599724214013708,-0.417937481348965,0.0456258707095771,0.208742306388895,0.207001377190677,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
"557","t54m8",54,"Scale","Flow","Stata","None","ml_glm","continuous","Yes","Yes","Jobs","Unemp","IncDiff","OldAge",NA,NA,"Scale","Other","w1990","w1996","w2006","w2016",0.05999,0.0102298711581766,-0.000429164115368708,0.0208889064317218,"eeurope","allavailable",NA,"No test","Other","Mid","High","High","Mid","High","Net Migration",NA,NA,NA,NA,4,"Other","All Available (~26)",0.01023,-0.000429,0.020889,-0.140764438173383,4.66666666666667,0.0897855700721243,0.30025811060808,0.669417278333333,1089,NA,NA,0.01023,"2",0.2046,NA,-0.000429,2,1025,0,-0.198399237347232,0.179209890603129,0.397334567578301,0.789065884360736,1.94535571221754,-0.0425010283803623,0.0666329270383874,-0.127104931934703,-0.171252546010665,0.153122629310563,-0.10250937466749,-0.368990975451253,0.0877433603948864,0.243750306237696,0.304861736965176,1,1,1,1,0,0,1,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
"925","t72m6",72,"Health","Stock","Stata","None","logit","dichotomous","Yes","No",NA,NA,NA,NA,NA,"Health",NA,"Other","Other","w1996","w2006","Other",0.09255,0.00254,-0.00042,0.00551,"Other","Other",NA,"Reject","orig13","High","High","Mid","Mid","Low","Immigrant, foreign-born",NA,NA,NA,NA,3,"1996 & 2006","13 Rich Democracies Only",0.00254,-0.00042,0.00551,0.730379449397219,5.66666666666667,-0.0572294017717594,0.12475013214222,0.295721273333333,843,NA,NA,0.00254,"2",0.0508,NA,-0.00042,2,1026,0,1.80255666152466,1.06024699676196,-0.0733349507471156,0.372781932877718,-1.32376611385539,0.0103203171807117,0.0372650234997604,0.0419090540049824,-0.0588544893372715,-0.0476934099625412,-0.0635175686313642,-0.315149818963769,0.103153437478706,0.246777211473228,0.240873146594294,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
"650","t5m7",5,"IncDiff","Flow","Stata","Soc_Spending","logit","dichotomous","No","No",NA,NA,"IncDiff",NA,NA,NA,NA,"Other","Other","Other","w2006","Other",0.22058,0.000686662584589933,-0.000411647212700598,0.00178322069161365,"eeurope","allavailable","mlm_any","No test","Other","Mid","Mid","Mid","Mid","High","Immigrant, foreign-born",NA,"socx_ivC","unemprate_ivC",NA,4,"Other","All Available (~26)",0.000687,-0.000412,0.001783,-0.297076079759179,3.66666666666667,-0.132229516675183,-0.136176117213491,0.551564792,747,NA,NA,0.000687,"2",0.01374,NA,-0.000412,2,1027,0,-0.557436023067774,-0.701827215555697,-0.313448372619759,-0.246103949558488,0.914372961065942,-0.0653932314437235,0.130263384705414,0.552527111669917,0.515452211948764,0.013975667263315,0.0151488541883835,-0.256414011886514,0.111157218207794,0.267406740887768,0.166268510763583,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0
"216","t28m18",28,"Health","Flow","R","Unemp_Rate","logit","dichotomous","Yes","Yes",NA,NA,NA,NA,NA,"Health",NA,"w1985","w1990","w1996","w2006","w2016",0.35413,0.000353841433895833,-0.000395882000299298,0.00110356486809096,"eeurope","allavailable",NA,"Reject","Other","Mid","Low","High","Mid","High","Net Migration",NA,NA,"unemprate_ivC","gdp_ivC",3,"Other","All Available (~26)",0.000354,-0.000396,0.001104,-0.351055719320504,2.66666666666667,0.233174043540992,0.230213246609193,0.565586798333333,725,NA,NA,0.000354,"2",0.00708,NA,-0.000396,2,1028,0,-0.681423437478069,-1.58286432171452,0.856393824567958,0.622927837410242,1.03703856716369,-0.196688443115364,-0.383674927220566,0.197823982485316,0.405091560327973,0.275320039582236,-0.0073413904141065,-0.334728421322854,0.100467928943125,0.244126239706651,0.152414416597523,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0
"628","t5m16",5,"OldAge","Flow","Stata","Soc_Spending","logit","dichotomous","No","No",NA,NA,NA,"OldAge",NA,NA,NA,"Other","Other","Other","Other","w2016",0.33761,0.000367854956030321,-0.000383620168431621,0.00111933008049226,"eeurope","allavailable","mlm_any","No test","Other","Mid","Mid","Mid","Mid","High","Immigrant, foreign-born",NA,"socx_ivC","unemprate_ivC",NA,4,"Other","All Available (~26)",0.000368,-0.000384,0.001119,-0.297076079759179,3.66666666666667,-0.132229516675183,-0.136176117213491,0.551564792,728,NA,NA,0.000368,"2",0.00736,NA,-0.000384,2,1029,0,-0.557436023067774,-0.701827215555697,-0.313448372619759,-0.246103949558488,0.914372961065942,-0.0342432327277358,-0.227046108347886,0.511086256193037,0.643756533385939,0.347575457099627,0.00777996105509654,-0.354307023681939,0.10764735213245,0.211392495549732,0.0738801558592106,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0
"463","t46m22",46,"OldAge","Stock","Stata","Emp_Rate","logit","dichotomous","Yes","No",NA,NA,NA,"OldAge",NA,NA,NA,"Other","Other","w1996","w2006","w2016",0.24642,0.00051,-0.00034,0.00137,"Other","Other",NA,"Reject","Other","Mid","Mid","High","Mid","Low","Western Immigrant","emplrate_ivC",NA,NA,NA,3,"1996, 2006 & 2016","Other",0.00051,-0.00034,0.00137,-0.155935282194149,3.66666666666667,0.0693577231381616,0.25334630218829,0.33212714,734,NA,NA,0.00051,"2",0.0102,NA,-0.00034,2,1030,0,-0.233245593118461,-0.701827215555697,0.331934664723212,0.6777966808128,-1.0052847500605,-0.110821757100186,-0.148731698911547,0.500543477920485,0.561083532286753,0.284953385390046,0.00777996105509654,-0.354307023681939,0.10764735213245,0.211392495549732,0.0738801558592106,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0
"991","t83m7",83,"Jobs","Flow","Stata","Soc_Spending","logit","dichotomous","Yes","No","Jobs",NA,NA,NA,NA,NA,NA,"Other","Other","w1996","w2006","w2016",0.08637,0.00224391523178496,-0.000320559318826423,0.00480838978239634,"Other","Other",NA,"Reject","Other","High","Low","Low","Low","Low","Net Migration","emplrate_ivC","socx_ivC",NA,NA,4,"1996, 2006 & 2016","Other",0.002244,-0.000321,0.004808,0.425924068695096,3,-0.294869813486708,-0.67677722443078,0.33212714,825,NA,NA,0.002244,"2",0.04488,NA,-0.000321,2,1031,0,1.10324418438829,-1.28918528632825,-0.834142484249914,-1.52834517332304,-1.0052847500605,0.474020046678257,-0.119363795372921,-0.123100820919584,-0.324479358697107,0.154932373769905,-0.0349226520632194,-0.378780276630795,0.0973253964125087,0.194330950817603,0.114340907485895,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0
"223","t28m24",28,"Health","Flow","R","Unemp_Rate","logit","dichotomous","Yes","Yes",NA,NA,NA,NA,NA,"Health",NA,"w1985","w1990","w1996","w2006","w2016",0.30493,0.000346834672828589,-0.000317055938292801,0.00101072528394998,"eeurope","allavailable",NA,"Reject","Other","Mid","Low","High","Mid","High","Net Migration",NA,NA,"unemprate_ivC","gdp_ivC",3,"Other","All Available (~26)",0.000347,-0.000317,0.001011,-0.351055719320504,2.66666666666667,0.233174043540992,0.230213246609193,0.565586798333333,723,NA,NA,0.000347,"2",0.00694,NA,-0.000317,2,1032,0,-0.681423437478069,-1.58286432171452,0.856393824567958,0.622927837410242,1.03703856716369,-0.218760083073242,-0.368990975451253,0.0583825702267518,0.292415614347537,0.220670099436639,-0.0760877375817469,-0.447305384887593,0.10889116422521,0.222947180755115,0.0731719437293762,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0
"258","t29m34",29,"Unemp","Flow","Stata","Soc_Spending","logit","dichotomous","Yes","No",NA,"Unemp",NA,NA,NA,NA,NA,"Other","Other","w1996","w2006","Other",0.0665,0.00438448073782807,-0.000297787345357879,0.0090649971307472,"Other","Other",NA,"Reject","orig13","Mid","Mid","High","Mid","Low","Net Migration",NA,"socx_ivC",NA,NA,1,"1996 & 2006","13 Rich Democracies Only",0.004384,-0.000298,0.009065,-0.221394314282198,4.5,0.0544596634266813,0.110231527784193,0.295721273333333,922,NA,NA,0.004384,"2",0.08768,NA,-0.000298,2,1033,0,-0.383600360292799,0.0323703729099887,0.284238416508222,0.338345538333104,-1.32376611385539,-0.0216403331008625,-0.0802065906547506,-0.393107276400291,-0.357800655126245,-0.0301461567851507,-0.0102740741897992,-0.349412373092168,0.106293098560118,0.235133305864503,0.103057051728385,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
"627","t5m15",5,"IncDiff","Flow","Stata","Soc_Spending","logit","dichotomous","No","No",NA,NA,"IncDiff",NA,NA,NA,NA,"Other","Other","Other","Other","w2016",0.08121,0.00231223115219059,-0.000287277203757013,0.00491173950813819,"eeurope","allavailable","mlm_any","No test","Other","Mid","Mid","Mid","Mid","High","Immigrant, foreign-born",NA,"socx_ivC","unemprate_ivC",NA,4,"Other","All Available (~26)",0.002312,-0.000287,0.004912,-0.297076079759179,3.66666666666667,-0.132229516675183,-0.136176117213491,0.551564792,830,NA,NA,0.002312,"2",0.04624,NA,-0.000287,2,1034,0,-0.557436023067774,-0.701827215555697,-0.313448372619759,-0.246103949558488,0.914372961065942,0.434985602871435,-0.0997851930138352,-0.113162149850065,-0.268834939076782,0.0761961065438432,0.00571042114971133,-0.373885626041024,0.103111407107936,0.251027655165945,0.127732763510044,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0
"750","t65m25",65,"Jobs","Flow","Stata","None","logit","dichotomous","No","No","Jobs",NA,NA,NA,NA,NA,NA,"Other","Other","w1996","w2006","w2016",0.07346,0.00294108795797576,-0.000280270442689769,0.00616069466837448,"eeurope","allavailable","mlm_any","Support","Other","Mid","Mid","High","High","Mid","Immigrant, foreign-born",NA,NA,NA,NA,3,"1996, 2006 & 2016","All Available (~26)",0.002941,-0.00028,0.006161,0.21652254529597,3.66666666666667,0.219841495260733,0.506026357526348,0.542155663333333,862,NA,NA,0.002941,"2",0.05882,NA,-0.00028,2,1035,0,0.622263694877274,-0.701827215555697,0.813709572764111,1.27712357647034,0.832061168922139,0.0226572598012291,-0.138942397732005,0.0637769121404886,0.0962190697568437,-0.46480395822728,-0.0332813848864143,-0.427726782528507,0.0877013300241164,0.248000749930413,0.191721353880925,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0
"734","t65m10",65,"Unemp","Stock","Stata","Emp_Rate","logit","dichotomous","No","No",NA,"Unemp",NA,NA,NA,NA,NA,"Other","Other","w1996","w2006","w2016",0.10131,0.00136,-0.00027,0.003,"eeurope","allavailable","mlm_any","Reject","Other","Mid","Mid","High","High","Mid","Immigrant, foreign-born","emplrate_ivC",NA,NA,NA,3,"1996, 2006 & 2016","All Available (~26)",0.00136,-0.00027,0.003,0.21652254529597,3.66666666666667,0.219841495260733,0.506026357526348,0.542155663333333,776,NA,NA,0.00136,"2",0.0272,NA,-0.00027,2,1036,0,0.622263694877274,-0.701827215555697,0.813709572764111,1.27712357647034,0.832061168922139,-0.272349324381843,0.144947336474728,0.00538836840936891,0.019473754535849,-0.144977459475925,-0.0726047088179159,-0.427726782528507,0.0501293985113207,0.197226499062785,0.194465080285719,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0
"198","t27m12",27,"Health","Flow","Stata","None","logit","dichotomous","Yes","No",NA,NA,NA,NA,NA,"Health",NA,"Other","Other","w1996","w2006","Other",0.07492,0.00229296255925567,-0.00023297480548587,0.0048171482337304,"eeurope","allavailable",NA,"Reject","Other",NA,"High",NA,NA,"Mid","Net Migration",NA,NA,NA,NA,4,"1996 & 2006","All Available (~26)",0.002293,-0.000233,0.004817,NA,6,NA,NA,0.390973921666667,829,NA,NA,0.002293,"2",0.04586,NA,-0.000233,2,1037,0,0,1.35392603214823,0,0,-0.490488509890236,0.375677693453937,-0.0410493859365801,-0.0837269978815148,-0.2107031376505,0.0766904288452799,-0.0995710903453704,-0.427726782528507,0.0142855153984371,0.124852641114989,0.168679520445942,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0
"1190","t96m8",96,"Unemp","Stock","Stata","Soc_Spending","logit","dichotomous","Yes","No",NA,"Unemp",NA,NA,NA,NA,NA,"Other","Other","w1996","w2006","w2016",0.06565,0.0037,-0.00023,0.00763,"Other","Other",NA,"Reject","orig13","Low","High","Low","Mid","Low","Immigrant, foreign-born",NA,"socx_ivC",NA,NA,4,"1996, 2006 & 2016","13 Rich Democracies Only",0.0037,-0.00023,0.00763,-1.13508799270782,6,-0.253722245526001,0.102538885683808,0.333822331666667,897,NA,NA,0.0037,"2",0.074,NA,-0.00023,2,1038,0,-2.4822901194625,1.35392603214823,-0.702408241475687,0.320099510552004,-0.990455081017405,-0.382629060022394,-0.290676566014914,-0.111613361440869,0.0606895607619957,-0.325419341079748,-0.0586443474223573,-0.432621433118279,0.0102489875577655,0.112539322968072,0.109344214079949,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0
"744","t65m2",65,"Unemp","Stock","Stata","None","logit","dichotomous","No","No",NA,"Unemp",NA,NA,NA,NA,NA,"Other","Other","w1996","w2006","w2016",0.08711,0.00142,-0.00021,0.00305,"eeurope","allavailable","mlm_any","Reject","Other","Mid","Mid","High","High","Mid","Immigrant, foreign-born",NA,NA,NA,NA,3,"1996, 2006 & 2016","All Available (~26)",0.00142,-0.00021,0.00305,0.21652254529597,3.66666666666667,0.219841495260733,0.506026357526348,0.542155663333333,782,NA,NA,0.00142,"2",0.0284,NA,-0.00021,2,1039,0,0.622263694877274,-0.701827215555697,0.813709572764111,1.27712357647034,0.832061168922139,-0.46872347993421,0.208577794141755,0.229869470614616,0.309556147657142,-0.108605559053012,-0.0586443474223573,-0.432621433118279,0.0102489875577655,0.112539322968072,0.109344214079949,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0
"555","t54m6",54,"Scale","Flow","Stata","Emp_Rate","ml_glm","continuous","Yes","Yes","Jobs","Unemp","IncDiff","OldAge",NA,NA,"Scale","Other","w1990","w1996","w2006","w2016",0.05717,0.00690341134150236,-0.000210202832017326,0.0140152738247552,"eeurope","allavailable",NA,"No test","Other","Mid","High","High","Mid","High","Net Migration","emplrate_ivC",NA,NA,NA,4,"Other","All Available (~26)",0.006903,-0.00021,0.014015,-0.140764438173383,4.66666666666667,0.0897855700721243,0.30025811060808,0.669417278333333,1013,NA,NA,0.006903,"2",0.13806,NA,-0.00021,2,1040,0,-0.198399237347232,0.179209890603129,0.397334567578301,0.789065884360736,1.94535571221754,-0.459330697994119,0.169420589423584,-0.287487689409426,-0.16293332208911,-0.263547069182739,-0.134774043492866,-0.393464228400109,-0.0264091060773674,0.0969071105077813,0.011483854305451,1,1,1,1,0,0,1,0,1,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
"1043","t86m43",86,"Jobs","Stock","Stata","Emp_Rate","logit","dichotomous","Yes","No","Jobs",NA,NA,NA,NA,NA,NA,"Other","Other","w1996","w2006","w2016",0.05865,0.00554,-2e-04,0.01127,"Other","Other",NA,"Support","Other","Mid","High","High","Mid","Low","Non-Western Immigrant","emplrate_ivC",NA,NA,NA,3,"1996, 2006 & 2016","Other",0.00554,-2e-04,0.01127,0.212192617959643,5.5,0.0121719344736104,-0.0978912385625046,0.33212714,962,NA,NA,0.00554,"2",0.1108,NA,-2e-04,2,1041,0,0.612318158015996,0.913407479068815,0.148853939894824,-0.155296792492517,-1.0052847500605,-0.22356827666363,0.257524300039467,-0.159048078484686,-0.0185787321359544,-0.551494535870086,-0.200855282290807,-0.452200035477364,-0.013842661533761,0.0896969056871603,0.0202461913535957,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0
"918","t72m10",72,"OldAge","Flow","Stata","None","logit","dichotomous","Yes","No",NA,NA,NA,"OldAge",NA,NA,NA,"Other","Other","w1996","w2006","Other",0.06215,0.00363650899389975,-0.000183927478015161,0.00745694546581466,"Other","Other",NA,"Reject","orig13","High","High","Mid","Mid","Low","Net Migration",NA,NA,NA,NA,3,"1996 & 2006","13 Rich Democracies Only",0.003637,-0.000184,0.007457,0.730379449397219,5.66666666666667,-0.0572294017717594,0.12475013214222,0.295721273333333,888,NA,NA,0.003637,"2",0.07274,NA,-0.000184,2,1042,0,1.80255666152466,1.06024699676196,-0.0733349507471156,0.372781932877718,-1.32376611385539,-0.0847798296014626,-0.119363795372919,0.00377526715015247,0.0779563799318906,-0.406724658579556,-0.159928539367794,-0.457094686067135,-0.0178791893744327,0.0773835875402436,-0.0390891150123975,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
"660","t60m16",60,"OldAge","Flow","Stata","None","logit","dichotomous","No","No",NA,NA,NA,"OldAge",NA,NA,NA,"Other","Other","w1996","w2006","Other",0.08079,0.00137332516917987,-0.000169913955880672,0.0029165642942404,"eeurope","allavailable","mlm_any","Reject","Other","Low","Low","Low","Low","Mid","Net Migration",NA,NA,NA,NA,5,"1996 & 2006","All Available (~26)",0.001373,-0.00017,0.002917,-0.590819272097492,1,-0.232394420015492,-0.430632366517396,0.504054605,779,NA,NA,0.001373,"2",0.02746,NA,-0.00017,2,1043,0,-1.23214336114247,-3.0512594986459,-0.634127050559842,-0.944518984992002,0.498750136084159,-0.386628577616875,0.115579432936101,0.120967190509363,0.164450988311957,-0.0794464875387054,-0.165985598801129,-0.378780276630795,-0.033769344857575,0.0520031616028967,-0.142458316161358,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0
"451","t46m11",46,"House","Flow","Stata","None","logit","dichotomous","Yes","No",NA,NA,NA,NA,"House",NA,NA,"Other","Other","w1996","w2006","w2016",0.05844,0.00400436394993007,-0.000143638601878506,0.00815236650173864,"Other","Other",NA,"Reject","Other","Mid","Mid","High","Mid","Low","Net Migration",NA,NA,NA,NA,3,"1996, 2006 & 2016","Other",0.004004,-0.000144,0.008152,-0.155935282194149,3.66666666666667,0.0693577231381616,0.25334630218829,0.33212714,914,NA,NA,0.004004,"2",0.08008,NA,-0.000144,2,1044,0,-0.233245593118461,-0.701827215555697,0.331934664723212,0.6777966808128,-1.0052847500605,-0.189128792848872,-0.422832131938738,-0.359928796037579,-0.30719459054482,-0.123207076470433,-0.125058855878116,-0.383674927220567,-0.0378058726982467,0.03968984345598,-0.201793622527352,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0
"651","t5m8",5,"OldAge","Flow","Stata","Soc_Spending","logit","dichotomous","No","No",NA,NA,NA,"OldAge",NA,NA,NA,"Other","Other","Other","w2006","Other",0.14036,0.000353841433895833,-0.00011561155760953,0.000823294425401195,"eeurope","allavailable","mlm_any","No test","Other","Mid","Mid","Mid","Mid","High","Immigrant, foreign-born",NA,"socx_ivC","unemprate_ivC",NA,4,"Other","All Available (~26)",0.000354,-0.000116,0.000823,-0.297076079759179,3.66666666666667,-0.132229516675183,-0.136176117213491,0.551564792,726,NA,NA,0.000354,"2",0.00708,NA,-0.000116,2,1045,0,-0.557436023067774,-0.701827215555697,-0.313448372619759,-0.246103949558488,0.914372961065942,-0.157365119183862,-0.383674927220566,0.235395913998112,0.455865811195601,0.272576313177442,-0.102217848741664,-0.329833770733083,-0.0555031424473992,-0.00607933585936717,-0.201793622527352,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0
"645","t5m31",5,"IncDiff","Flow","Stata","Soc_Spending","logit","dichotomous","No","No",NA,NA,"IncDiff",NA,NA,NA,NA,"Other","Other","Other","Other","w2016",0.27966,0.000140135221344884,-0.000112108177075907,0.000394130310032487,"eeurope","allavailable","mlm_any","No test","Other","Mid","Mid","Mid","Mid","High","Refugee",NA,"socx_ivC","unemprate_ivC",NA,4,"Other","All Available (~26)",0.00014,-0.000112,0.000394,-0.297076079759179,3.66666666666667,-0.132229516675183,-0.136176117213491,0.551564792,703,NA,NA,0.00014,"2",0.0028,NA,-0.000112,2,1046,0,-0.557436023067774,-0.701827215555697,-0.313448372619759,-0.246103949558488,0.914372961065942,-0.231331647023856,-0.320044469553541,-0.227729179774105,0.00309559830909908,0.43028887831905,-0.103069009533396,-0.329833770733083,-0.056571397071768,0.0361596995479575,-0.201299300225915,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0
"450","t46m10",46,"OldAge","Flow","Stata","None","logit","dichotomous","Yes","No",NA,NA,NA,"OldAge",NA,NA,NA,"Other","Other","w1996","w2006","w2016",0.0581,0.00290780584290635,-9.98463452082301e-05,0.00591370634075412,"Other","Other",NA,"Reject","Other","Mid","Mid","High","Mid","Low","Net Migration",NA,NA,NA,NA,3,"1996, 2006 & 2016","Other",0.002908,-1e-04,0.005914,-0.155935282194149,3.66666666666667,0.0693577231381616,0.25334630218829,0.33212714,860,NA,NA,0.002908,"2",0.05816,NA,-1e-04,2,1047,0,-0.233245593118461,-0.701827215555697,0.331934664723212,0.6777966808128,-1.0052847500605,0.051227060320195,-0.143837048321776,0.0580123358999048,0.105505358690096,-0.495609978348703,-0.0865791533156724,-0.300465867194456,-0.0938380885781131,-0.0144076337645023,-0.233917440007076,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0
"817","t68m41",68,"Health","Flow","Stata","GDP_Per_Capita","ml_glm","continuous","No","No",NA,NA,NA,NA,NA,"Health",NA,"Other","Other","Other","w2006","w2016",0.05138,0.0121532270711351,-7.35709912060643e-05,0.0243817768237431,"eeurope","allavailable","mlm_any","Reject","Other","Mid","Mid","Low","Mid","High","Immigrant, foreign-born",NA,NA,NA,"gdp_ivC",3,"2006 & 2016","All Available (~26)",0.012153,-7.4e-05,0.024382,0.268767447652523,4.33333333333333,-0.256739817522491,-0.276499916131444,0.606540343333333,1110,NA,NA,0.012153,"2",0.24306,NA,-7.4e-05,2,1048,0,0.742266540615955,-0.114469144783152,-0.712069020512589,-0.578935231710351,1.39530337605443,-0.0367891812104119,0.0274757223202172,-0.238020688574183,-0.124272049982761,0.0930339591163928,-0.0865791533156724,-0.300465867194456,-0.0938380885781131,-0.0144076337645023,-0.233917440007076,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0
"234","t29m12",29,"OldAge","Stock","Stata","Soc_Spending","logit","dichotomous","Yes","No",NA,NA,NA,"OldAge",NA,NA,NA,"Other","Other","w1996","w2006","Other",0.051,0.00322,-1e-05,0.00645,"Other","Other",NA,"Support","orig13","Mid","Mid","High","Mid","Low","Immigrant, foreign-born",NA,"socx_ivC",NA,NA,1,"1996 & 2006","13 Rich Democracies Only",0.00322,-1e-05,0.00645,-0.221394314282198,4.5,0.0544596634266813,0.110231527784193,0.295721273333333,874,NA,NA,0.00322,"2",0.0644,NA,-1e-05,2,1049,0,-0.383600360292799,0.0323703729099887,0.284238416508222,0.338345538333104,-1.32376611385539,0.309598418588133,-0.0606279882956644,0.192565534087829,0.324369762795803,-0.541975267284525,-0.109069397918162,-0.378780276630796,-0.104527377842783,-0.0376881349456194,-0.263605294008949,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
"646","t5m32",5,"OldAge","Flow","Stata","Soc_Spending","logit","dichotomous","No","No",NA,NA,NA,"OldAge",NA,NA,NA,"Other","Other","Other","Other","w2016",0.07465,7.18193009392532e-05,-7.00676106724422e-06,0.000150645362945751,"eeurope","allavailable","mlm_any","No test","Other","Mid","Mid","Mid","Mid","High","Refugee",NA,"socx_ivC","unemprate_ivC",NA,4,"Other","All Available (~26)",7.2e-05,-7e-06,0.000151,-0.297076079759179,3.66666666666667,-0.132229516675183,-0.136176117213491,0.551564792,695,NA,NA,7.2e-05,"2",0.00144,NA,-7e-06,2,1050,0,-0.557436023067774,-0.701827215555697,-0.313448372619759,-0.246103949558488,0.914372961065942,-0.350284524672096,-0.192783554219489,-0.230988703921544,-0.0336586789093394,0.219100391839038,-0.135807537827857,-0.378780276630796,-0.121529084082884,-0.0750430612193278,-0.326703866386722,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0
